;Veroeffentlichungs-Nummer;Erfinder;Anmelder/Inhaber
2652;WO002019074584A1;SENGUPTA SHUVAM, IN;MASTERCARD INTERNATIONAL INC, US
2653;WO002019074582A1;DURVASULA SASTRY, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2654;WO002019074582A1;FERENCZI ANDRAS, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2655;WO002019074582A1;NAIK HARISH, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2656;WO002019074582A1;SUBRAHMANYAM VISHNUVAJHALA, US;AMERICAN EXPRESS TRAVEL RELATED SERVICES CO INC, US
2657;WO002019072318A2;QI YITONG, CN;ALIBABA GROUP HOLDING LTD, CN
2658;WO002019072318A2;WANG JIANG, CN;ALIBABA GROUP HOLDING LTD, CN
2659;WO002019072317A2;HUANG ZHANGJIE, CN;ALIBABA GROUP HOLDING LTD, CN
2660;WO002019072317A2;LEI HAO, CN;ALIBABA GROUP HOLDING LTD, CN
2661;WO002019072317A2;LI LICHUN, CN;ALIBABA GROUP HOLDING LTD, CN
2662;WO002019072317A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2663;WO002019072313A2;LI LICHUN, CN;ALIBABA GROUP HOLDING LTD, CN
2664;WO002019072313A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2665;WO002019072313A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2666;WO002019072311A2;XIA NING, CN;ALIBABA GROUP HOLDING LTD, CN
2667;WO002019072308A2;XIA NING, CN;ALIBABA GROUP HOLDING LTD, CN
2668;WO002019072307A2;XIA NING, CN;ALIBABA GROUP HOLDING LTD, CN
2669;WO002019072306A2;XIA NING, CN;ALIBABA GROUP HOLDING LTD, CN
2670;WO002019072302A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2671;WO002019072302A2;MA HUANYU, CN;ALIBABA GROUP HOLDING LTD, CN
2672;WO002019072302A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2673;WO002019072301A2;CHENG LONG, CN;ALIBABA GROUP HOLDING LTD, CN
2674;WO002019072301A2;FENG ZHIYUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2675;WO002019072301A2;LI YANPENG, CN;ALIBABA GROUP HOLDING LTD, CN
2676;WO002019072300A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2677;WO002019072300A2;MA HUANYU, CN;ALIBABA GROUP HOLDING LTD, CN
2678;WO002019072300A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2679;WO002019072299A2;WANG JIYUAN, CN;ALIBABA GROUP HOLDING LTD, CN
2680;WO002019072298A2;LIU ZHENG, CN;ALIBABA GROUP HOLDING LTD, CN
2681;WO002019072298A2;YING PENGFEI, CN;ALIBABA GROUP HOLDING LTD, CN
2682;WO002019072297A2;LIN LI, CN;ALIBABA GROUP HOLDING LTD, CN
2683;WO002019072297A2;QIU HONGLIN, CN;ALIBABA GROUP HOLDING LTD, CN
2684;WO002019072297A2;SONG XUYANG, CN;ALIBABA GROUP HOLDING LTD, CN
2685;WO002019072297A2;YAN YING, CN;ALIBABA GROUP HOLDING LTD, CN
2686;WO002019072297A2;ZHAO BORAN, CN;ALIBABA GROUP HOLDING LTD, CN
2687;WO002019072296A2;LIN PENG, CN;ALIBABA GROUP HOLDING LTD, CN
2688;WO002019072295A2;LIN PENG, CN;ALIBABA GROUP HOLDING LTD, CN
2689;WO002019072294A2;LIN PENG, CN;ALIBABA GROUP HOLDING LTD, CN
2690;WO002019072289A2;LU XUMING, CN;ALIBABA GROUP HOLDING LTD, CN
2691;WO002019072289A2;SHAO KAILAI, CN;ALIBABA GROUP HOLDING LTD, CN
2692;WO002019072288A2;JIN GE, CN;ALIBABA GROUP HOLDING LTD, CN
2693;WO002019072288A2;QI PENGTAO, CN;ALIBABA GROUP HOLDING LTD, CN
2694;WO002019072288A2;SHAO KAILAI, CN;ALIBABA GROUP HOLDING LTD, CN
2695;WO002019072287A2;LU XUMING, CN;ALIBABA GROUP HOLDING LTD, CN
2696;WO002019072287A2;SHAO KAILAI, CN;ALIBABA GROUP HOLDING LTD, CN
2697;WO002019072287A2;SHEN CHAO, CN;ALIBABA GROUP HOLDING LTD, CN
2698;WO002019072286A2;LU XUMING, CN;ALIBABA GROUP HOLDING LTD, CN
2699;WO002019072286A2;QI PENGTAO, CN;ALIBABA GROUP HOLDING LTD, CN
2700;WO002019072286A2;SHAO KAILAI, CN;ALIBABA GROUP HOLDING LTD, CN
2701;WO002019072285A2;LU XUMING, CN;ALIBABA GROUP HOLDING LTD, CN
2702;WO002019072285A2;QI PENGTAO, CN;ALIBABA GROUP HOLDING LTD, CN
2703;WO002019072285A2;SHAO KAILAI, CN;ALIBABA GROUP HOLDING LTD, CN
2704;WO002019072284A2;LU XUMING, CN;ALIBABA GROUP HOLDING LTD, CN
2705;WO002019072284A2;QI PENGTAO, CN;ALIBABA GROUP HOLDING LTD, CN
2706;WO002019072284A2;SHAO KAILAI, CN;ALIBABA GROUP HOLDING LTD, CN
2707;WO002019072282A2;LU XUMING, CN;ALIBABA GROUP HOLDING LTD, CN
2708;WO002019072282A2;SHAO KAILAI, CN;ALIBABA GROUP HOLDING LTD, CN
2709;WO002019072281A2;LI SHUBO, CN;ALIBABA GROUP HOLDING LTD, CN
2710;WO002019072281A2;ZHANG YIXIANG, CN;ALIBABA GROUP HOLDING LTD, CN
2711;WO002019072280A2;JIN GE, CN;ALIBABA GROUP HOLDING LTD, CN
2712;WO002019072280A2;LU XUMING, CN;ALIBABA GROUP HOLDING LTD, CN
2713;WO002019072280A2;SHAO KAILAI, CN;ALIBABA GROUP HOLDING LTD, CN
2714;WO002019072279A2;CUI JIAHUI, CN;ALIBABA GROUP HOLDING LTD, CN
2715;WO002019072279A2;LIU ZHENG, CN;ALIBABA GROUP HOLDING LTD, CN
2716;WO002019072279A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2717;WO002019072279A2;MA HUANYU, CN;ALIBABA GROUP HOLDING LTD, CN
2718;WO002019072279A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2719;WO002019072278A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2720;WO002019072278A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2721;WO002019072277A2;CUI JIAHUI, CN;ALIBABA GROUP HOLDING LTD, CN
2722;WO002019072277A2;LIU ZHENG, CN;ALIBABA GROUP HOLDING LTD, CN
2723;WO002019072277A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2724;WO002019072277A2;MA HUANYU, CN;ALIBABA GROUP HOLDING LTD, CN
2725;WO002019072277A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2726;WO002019072276A2;CUI JIAHUI, CN;ALIBABA GROUP HOLDING LTD, CN
2727;WO002019072276A2;LIU ZHENG, CN;ALIBABA GROUP HOLDING LTD, CN
2728;WO002019072276A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2729;WO002019072276A2;MA HUANYU, CN;ALIBABA GROUP HOLDING LTD, CN
2730;WO002019072276A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2731;WO002019072275A2;LI LICHUN, CN;ALIBABA GROUP HOLDING LTD, CN
2732;WO002019072275A2;LIU ZHENG, CN;ALIBABA GROUP HOLDING LTD, CN
2733;WO002019072275A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2734;WO002019072275A2;YIN SHAN, CN;ALIBABA GROUP HOLDING LTD, CN
2735;WO002019072275A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2736;WO002019072273A2;QIU HONGLIN, CN;ALIBABA GROUP HOLDING LTD, CN
2737;WO002019072272A2;QIU HONGLIN, CN;ALIBABA GROUP HOLDING LTD, CN
2738;WO002019072271A2;QIU HONGLIN, CN;ALIBABA GROUP HOLDING LTD, CN
2739;WO002019072269A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2740;WO002019072269A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2741;WO002019072268A2;LI LICHUN, CN;ALIBABA GROUP HOLDING LTD, CN
2742;WO002019072268A2;LIU ZHENG, CN;ALIBABA GROUP HOLDING LTD, CN
2743;WO002019072268A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2744;WO002019072268A2;MA HUANYU, CN;ALIBABA GROUP HOLDING LTD, CN
2745;WO002019072268A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2746;WO002019072265A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2747;WO002019072265A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2748;WO002019072264A2;MA BAOLI, CN;ALIBABA GROUP HOLDING LTD, CN
2749;WO002019072264A2;ZHANG WENBIN, CN;ALIBABA GROUP HOLDING LTD, CN
2750;WO002019072262A2;LI LICHUN, CN;ALIBABA GROUP HOLDING LTD, CN
2751;WO002019072262A2;LIU ZHENG, CN;ALIBABA GROUP HOLDING LTD, CN
2752;WO002019072262A2;YIN SHAN, CN;ALIBABA GROUP HOLDING LTD, CN
2753;WO002019072261A2;LI LICHUN, CN;ALIBABA GROUP HOLDING LTD, CN
2754;WO002019072261A2;LIU ZHENG, CN;ALIBABA GROUP HOLDING LTD, CN
2755;WO002019072261A2;WANG HUAZHONG, CN;ALIBABA GROUP HOLDING LTD, CN
2756;WO002019067533A1;BOUGH RICK, US;WALMART APOLLO LLC, US
2757;WO002019067533A1;LEWIS STEVEN, US;WALMART APOLLO LLC, US
2758;WO002019067533A1;VANN DAVID, US;WALMART APOLLO LLC, US
2759;WO002019067472A1;GOVINDARAJAN SATISH NARAYAN, US;PAYPAL INC, US
2760;WO002019067472A1;NANDIRAJU SRIKANTH, US;PAYPAL INC, US
2761;WO002019067472A1;RIVAS CARLOS, US;PAYPAL INC, US
2762;WO002019067472A1;URUTHIRALINGAM ANANTHARAJ, US;PAYPAL INC, US
2763;WO002019067409A1;CANTRELL ROBERT L, US;WALMART APOLLO LLC, US
2764;WO002019067409A1;WILKINSON BRUCE W, US;WALMART APOLLO LLC, US
2765;WO002019051052A1;LIU WENQING, CN;ALIBABA GROUP HOLDING LTD, US
2766;WO002019051052A1;PENG JUNTAO, CN;ALIBABA GROUP HOLDING LTD, US
2767;WO002019046478A1;ANTEL NICK, US;WALMART APOLLO LLC, US
2768;WO002019046478A1;BISHOP TREY, US;WALMART APOLLO LLC, US
2769;WO002019046478A1;CANTRELL ROBERT, US;WALMART APOLLO LLC, US
2770;WO002019046478A1;HIGH DONALD RAY, US;WALMART APOLLO LLC, US
2771;WO002019046478A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2772;WO002019046478A1;MCHALE BRIAN, GB;WALMART APOLLO LLC, US
2773;WO002019046478A1;O'BRIEN JOHN JEREMIAH, US;WALMART APOLLO LLC, US
2774;WO002019046476A1;ANTEL NICK, US;WALMART APOLLO LLC, US
2775;WO002019046476A1;BISHOP TREY, US;WALMART APOLLO LLC, US
2776;WO002019046476A1;CANTRELL ROBERT, US;WALMART APOLLO LLC, US
2777;WO002019046476A1;HIGH DONALD RAY, US;WALMART APOLLO LLC, US
2778;WO002019046476A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2779;WO002019046476A1;MCHALE BRIAN, GB;WALMART APOLLO LLC, US
2780;WO002019046476A1;O'BRIEN JOHN JEREMIAH, US;WALMART APOLLO LLC, US
2781;WO002019046475A1;ANTEL NICK, US;WALMART APOLLO LLC, US
2782;WO002019046475A1;BISHOP TREY, US;WALMART APOLLO LLC, US
2783;WO002019046475A1;HIGH DONALD RAY, US;WALMART APOLLO LLC, US
2784;WO002019046475A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2785;WO002019046475A1;MCHALE BRIAN, GB;WALMART APOLLO LLC, US
2786;WO002019046475A1;O'BRIEN JOHN JEREMIAH, US;WALMART APOLLO LLC, US
2787;WO002019046473A1;ANTEL NICK, US;WALMART APOLLO LLC, US
2788;WO002019046473A1;BISHOP TREY, US;WALMART APOLLO LLC, US
2789;WO002019046473A1;CANTRELL ROBERT, US;WALMART APOLLO LLC, US
2790;WO002019046473A1;HIGH DONALD RAY, US;WALMART APOLLO LLC, US
2791;WO002019046473A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2792;WO002019046473A1;MCHALE BRIAN, GB;WALMART APOLLO LLC, US
2793;WO002019046473A1;O'BRIEN JOHN JEREMIAH, US;WALMART APOLLO LLC, US
2794;WO002019046206A1;HANDA SUKRIT, US;VISA INT SERVICE ASS, US
2795;WO002019046206A1;MUKHERJEE SUMAN, US;VISA INT SERVICE ASS, US
2796;WO002019046206A1;THEKADATH AJITH, US;VISA INT SERVICE ASS, US
2797;WO002019040235A1;ARORA ANKUR, IN;MASTERCARD INTERNATIONAL INC, US
2798;WO002019040235A1;KUMAR NAVNEET, IN;MASTERCARD INTERNATIONAL INC, US
2799;WO002019040235A1;SENGUPTA SHUVAM, IN;MASTERCARD INTERNATIONAL INC, US
2800;WO002019038634A1;WRIGHT CRAIG STEVEN, GB;NCHAIN HOLDINGS LTD, AG
2801;WO002019034986A1;WRIGHT CRAIG STEVEN, GB;NCHAIN HOLDINGS LTD, AG
2802;WO002019034983A1;CHAN YING, GB;NCHAIN HOLDINGS LTD, AG
2803;WO002019034983A1;KRAMER DEAN, GB;NCHAIN HOLDINGS LTD, AG
2804;WO002019032089A1;LAI CHACKAN, US;VISA INT SERVICE ASS, US
2805;WO002019032089A1;SIERRA ANDREW, US;VISA INT SERVICE ASS, US
2806;WO002019027553A1;ARORA ANKUR, IN;MASTERCARD INTERNATIONAL INC, US
2807;WO002019027529A1;LEDDY WILLIAM, US;VISA INT SERVICE ASS, US
2808;WO002019022845A1;DAVIS STEVEN, US;MASTERCARD INTERNATIONAL INC, US
2809;WO002019021105A1;FLETCHER JOHN, GB;NCHAIN HOLDINGS LTD, AG
2810;WO002019018602A1;CANTRELL ROBERT L, US;WALMART APOLLO LLC, US
2811;WO002019018602A1;HIGH DONALD R, US;WALMART APOLLO LLC, US
2812;WO002019018602A1;JURICH JR  JOSEPH, US;WALMART APOLLO LLC, US
2813;WO002019018602A1;MATTINGLY TODD D, US;WALMART APOLLO LLC, US
2814;WO002019018602A1;MCHALE BRIAN G, GB;WALMART APOLLO LLC, US
2815;WO002019018602A1;O'BRIEN JOHN J, US;WALMART APOLLO LLC, US
2816;WO002019018602A1;WILKINSON BRUCE W, US;WALMART APOLLO LLC, US
2817;WO002019018337A1;CANTRELL ROBERT L, US;WALMART APOLLO LLC, US
2818;WO002019018337A1;HIGH DONALD R, US;WALMART APOLLO LLC, US
2819;WO002019018337A1;JURICH JR  JOSEPH, US;WALMART APOLLO LLC, US
2820;WO002019018337A1;MATTINGLY TODD D, US;WALMART APOLLO LLC, US
2821;WO002019018337A1;MCHALE BRIAN G, GB;WALMART APOLLO LLC, US
2822;WO002019018337A1;O'BRIEN JOHN J, US;WALMART APOLLO LLC, US
2823;WO002019018337A1;WILKINSON BRUCE W, US;WALMART APOLLO LLC, US
2824;WO002019018212A1;CLARK RICHARD, US;MASTERCARD INTERNATIONAL INC, US
2825;WO002019018212A1;HAYMOND SHERRI GAYLE, US;MASTERCARD INTERNATIONAL INC, US
2826;WO002019018212A1;JANSSON CARL D, US;MASTERCARD INTERNATIONAL INC, US
2827;WO002019018212A1;LORBERG DANA J, US;MASTERCARD INTERNATIONAL INC, US
2828;WO002019018212A1;MCLAUGHLIN EDWARD GRUNDE, US;MASTERCARD INTERNATIONAL INC, US
2829;WO002019016693A1;BROWN ANGUS, ZA;NCHAIN HOLDINGS LTD, AG
2830;WO002019016693A1;GAMAROFF LORIEN, ZA;NCHAIN HOLDINGS LTD, AG
2831;WO002019014562A1;WU HAO, CN;ALIBABA GROUP HOLDING LTD, US
2832;WO002019010063A1;MAINO ERIC I, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2833;WO002019010063A1;MERCURI MARC E, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2834;WO002019010063A1;RAJABI ZEYAD, US;MICROSOFT TECHNOLOGY LICENSING LLC, US
2835;WO002019009975A1;BIJAWAT SHUBHAM, IN;MASTERCARD INTERNATIONAL INC, US
2836;WO002019009975A1;BISHNOI VIKAS, IN;MASTERCARD INTERNATIONAL INC, US
2837;WO002019009975A1;KUMAR NAVNEET, IN;MASTERCARD INTERNATIONAL INC, US
2838;WO002019007504A1;PFEIFER CHRISTIAN, DE;SIEMENS AG, DE
2839;WO002019007504A1;RENTSCHLER ALEXANDER, DE;SIEMENS AG, DE
2840;WO002019007504A1;ROSINSKI WALTER FILIPP, DE;SIEMENS AG, DE
2841;WO002019006446A1;AGRAWAL SHASHANK, US;VISA INT SERVICE ASS, US
2842;WO002019006446A1;GANESH CHAYA, US;VISA INT SERVICE ASS, US
2843;WO002019006446A1;MOHASSEL PAYMAN, US;VISA INT SERVICE ASS, US
2844;WO002019001905A1;GRAICHEN ANDREAS, SE;SIEMENS AG, DE
2845;WO002018237264A1;AQUINO ELIZABETH, US;JPMORGAN CHASE BANK NA, US
2846;WO002018237264A1;FALAH SAMER, US;JPMORGAN CHASE BANK NA, US
2847;WO002018237264A1;HUNTER JOHN, US;JPMORGAN CHASE BANK NA, US
2848;WO002018237264A1;LIM LETICIA PUI SZE, US;JPMORGAN CHASE BANK NA, US
2849;WO002018237264A1;MOVVA TULASI, US;JPMORGAN CHASE BANK NA, US
2850;WO002018237264A1;PATEL PALKA, US;JPMORGAN CHASE BANK NA, US
2851;WO002018237264A1;SANT'ANNA LUCIANNE, US;JPMORGAN CHASE BANK NA, US
2852;WO002018237264A1;SHETTY SURESH, US;JPMORGAN CHASE BANK NA, US
2853;WO002018237264A1;UPADHYAY SUDHIR, US;JPMORGAN CHASE BANK NA, US
2854;WO002018237264A1;WAN TIFFANY, US;JPMORGAN CHASE BANK NA, US
2855;WO002018236479A1;KOHLI MANONEET, US;MASTERCARD INTERNATIONAL INC, US
2856;WO002018234922A1;TREVETHAN THOMAS, GB;NCHAIN HOLDINGS LTD, AG
2857;WO002018232036A1;JACOBS MONDO, US;VISA INT SERVICE ASS, US
2858;WO002018232036A1;JAVAJI VENKATA, US;VISA INT SERVICE ASS, US
2859;WO002018232036A1;THEKADATH AJITH, US;VISA INT SERVICE ASS, US
2860;WO002018232036A1;TIDWELL TIMOTHY P, US;VISA INT SERVICE ASS, US
2861;WO002018229631A1;FLETCHER JOHN, GB;NCHAIN HOLDINGS LTD, AG
2862;WO002018229608A1;BARTOLUCCI SILVIA, GB;NCHAIN HOLDINGS LTD, AG
2863;WO002018229608A1;FLETCHER JOHN, GB;NCHAIN HOLDINGS LTD, AG
2864;WO002018229228A1;BITAULD DAVID, GB;NOKIA TECHNOLOGIES OY, FI
2865;WO002018229228A1;LI HONGWEI, GB;NOKIA TECHNOLOGIES OY, FI
2866;WO002018229228A1;MARTÍN-LÓPEZ ENRIQUE, GB;NOKIA TECHNOLOGIES OY, FI
2867;WO002018229228A1;PALYUTINA KARINA, GB;NOKIA TECHNOLOGIES OY, FI
2868;WO002018229228A1;ROENNOW TROELS, GB;NOKIA TECHNOLOGIES OY, FI
2869;WO002018228974A1;DANIEL JOSHUA, GB;BRITISH TELECOMM, GB
2870;WO002018228973A1;DANIEL JOSHUA, GB;BRITISH TELECOMM, GB
2871;WO002018228952A1;DANIEL JOSHUA, GB;BRITISH TELECOMM, GB
2872;WO002018228951A1;DANIEL JOSHUA, GB;BRITISH TELECOMM, GB
2873;WO002018228950A1;DANIEL JOSHUA, GB;BRITISH TELECOMM, GB
2874;WO002018228950A1;KEARNEY PAUL, GB;BRITISH TELECOMM, GB
2875;WO002018226868A1;CERVENKA KAREN, US;VISA INT SERVICE ASS, US
2876;WO002018226868A1;WAGNER KIM, US;VISA INT SERVICE ASS, US
2877;WO002018226806A1;KIRTHIGAIVASAN BALARAMAN, US;WALMART APOLLO LLC, US
2878;WO002018226806A1;MATTINGLY TODD D, US;WALMART APOLLO LLC, US
2879;WO002018226806A1;WILKINSON BRUCE W, US;WALMART APOLLO LLC, US
2880;WO002018226332A1;ARORA ANKUR, IN;MASTERCARD INTERNATIONAL INC, US
2881;WO002018226332A1;NEHRA AJAY, IN;MASTERCARD INTERNATIONAL INC, US
2882;WO002018226332A1;TRIVEDI SHASHANK, IN;MASTERCARD INTERNATIONAL INC, US
2883;WO002018224954A1;DESTEFANIS GIUSEPPE, GB;NCHAIN HOLDINGS LTD, AG
2884;WO002018224954A1;MADEO SIMONE, GB;NCHAIN HOLDINGS LTD, AG
2885;WO002018224954A1;MOTYLINSKI PATRICK, GB;NCHAIN HOLDINGS LTD, AG
2886;WO002018224954A1;VINCENT STEPHANE, GB;NCHAIN HOLDINGS LTD, AG
2887;WO002018224943A1;TREVETHAN THOMAS, GB;NCHAIN HOLDINGS LTD, AG
2888;WO002018222797A1;CANTRELL ROBERT L, US;WALMART APOLLO LLC, US
2889;WO002018222797A1;JURICH JR JOSEPH, US;WALMART APOLLO LLC, US
2890;WO002018222797A1;MATTINGLY TODD D, US;WALMART APOLLO LLC, US
2891;WO002018222797A1;MCHALE BRIAN G, GB;WALMART APOLLO LLC, US
2892;WO002018222797A1;O'BRIEN JOHN J, US;WALMART APOLLO LLC, US
2893;WO002018222797A1;WILKINSON BRUCE W, US;WALMART APOLLO LLC, US
2894;WO002018222412A1;HIGH DONALD R, US;WALMART APOLLO LLC, US
2895;WO002018222412A1;MATTINGLY TODD D, US;WALMART APOLLO LLC, US
2896;WO002018222412A1;WILKINSON BRUCE W, US;WALMART APOLLO LLC, US
2897;WO002018222066A1;OZHIGIN ARTEM VLADIMIROVICH, RU;SIEMENS AG, DE
2898;WO002018222066A1;SOBOLEV SERGEY PAVLOVICH, RU;SIEMENS AG, DE
2899;WO002018215947A1;CHAN YING, GB;NCHAIN HOLDINGS LTD, AG
2900;WO002018215947A1;KRAMER DEAN, GB;NCHAIN HOLDINGS LTD, AG
2901;WO002018211382A1;TREVETHAN THOMAS, GB;NCHAIN HOLDINGS LTD, AG
2902;WO002018207064A1;DESTEFANIS GIUSEPPE, GB;NCHAIN HOLDINGS LTD, AG
2903;WO002018207064A1;MADEO SIMONE, GB;NCHAIN HOLDINGS LTD, AG
2904;WO002018207064A1;MOTYLINSKI PATRICK, GB;NCHAIN HOLDINGS LTD, AG
2905;WO002018207064A1;VINCENT STEPHANE, GB;NCHAIN HOLDINGS LTD, AG
2906;WO002018204456A1;ALTENHOFEN MEREDITH, US;VISA INT SERVICE ASS, US
2907;WO002018204456A1;TRUELSON CHRIS, US;VISA INT SERVICE ASS, US
2908;WO002018204456A1;WANG QUAN, US;VISA INT SERVICE ASS, US
2909;WO002018204041A1;ARORA ANKUR, IN;MASTERCARD INTERNATIONAL INC, US
2910;WO002018200215A1;HENSTOCK DAVID, US;VISA INT SERVICE ASS, US
2911;WO002018200215A1;JACOBS MONDO, US;VISA INT SERVICE ASS, US
2912;WO002018200215A1;MUKHERJEE SUMAN, US;VISA INT SERVICE ASS, US
2913;WO002018200215A1;THEKADATH AJITH, US;VISA INT SERVICE ASS, US
2914;WO002018200120A1;GRAZIO MICHAEL, US;MASTERCARD INTERNATIONAL INC, US
2915;WO002018200120A1;KENNEDY DENNIS, US;MASTERCARD INTERNATIONAL INC, US
2916;WO002018200119A1;BECKER WILLIAM, US;MASTERCARD INTERNATIONAL INC, US
2917;WO002018193355A1;JIMENEZ-DELGADO PEDRO, GB;NCHAIN HOLDINGS LTD, AG
2918;WO002018193341A1;JOSEPH DANIEL, GB;NCHAIN HOLDINGS LTD, AG
2919;WO002018189656A1;FLETCHER JOHN, GB;NCHAIN HOLDINGS LTD, AG
2920;WO002018189656A1;TREVETHAN THOMAS, GB;NCHAIN HOLDINGS LTD, AG
2921;WO002018187873A1;LEONARD PETER VINCENT, CA;ROYAL BANK OF CANADA, CA
2922;WO002018187873A1;ORTIZ EDISON U, CA;ROYAL BANK OF CANADA, CA
2923;WO002018187873A1;PAVLOVIC MARKO, CA;ROYAL BANK OF CANADA, CA
2924;WO002018187873A1;VINTILA IUSTINA-MIRUNA, RO;ROYAL BANK OF CANADA, CA
2925;WO002018187410A1;CANTRELL ROBERT, US;WALMART APOLLO LLC, US
2926;WO002018187410A1;HIGH DONALD, US;WALMART APOLLO LLC, US
2927;WO002018187410A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2928;WO002018187410A1;MCHALE BRIAN, GB;WALMART APOLLO LLC, US
2929;WO002018187410A1;O'BRIEN JOHN, US;WALMART APOLLO LLC, US
2930;WO002018187410A1;WILKINSON BRUCE, US;WALMART APOLLO LLC, US
2931;WO002018187408A1;CANTRELL ROBERT, US;WALMART APOLLO LLC, US
2932;WO002018187408A1;HIGH DONALD, US;WALMART APOLLO LLC, US
2933;WO002018187408A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2934;WO002018187408A1;MCHALE BRIAN, GB;WALMART APOLLO LLC, US
2935;WO002018187408A1;O'BRIEN JOHN, US;WALMART APOLLO LLC, US
2936;WO002018187408A1;WILKINSON BRUCE, US;WALMART APOLLO LLC, US
2937;WO002018185724A1;JOSEPH DANIEL, GB;NCHAIN HOLDINGS LTD, AG
2938;WO002018185724A1;SEWELL MARTIN, GB;NCHAIN HOLDINGS LTD, AG
2939;WO002018182861A1;CARBONI DAVIDE, GB;INTEL CORP, US
2940;WO002018182861A1;NOLAN MICHAEL, IE;INTEL CORP, US
2941;WO002018182861A1;SMITH NED M, US;INTEL CORP, US
2942;WO002018178026A1;DANIEL JOSHUA, GB;BRITISH TELECOMM, GB
2943;WO002018178026A1;DU XIAOFENG, GB;BRITISH TELECOMM, GB
2944;WO002018175058A1;ARORA ANKUR, IN;MASTERCARD INTERNATIONAL INC, US
2945;WO002018172439A1;CAPKUN SRDJAN, CH;NEC LABORATORIES EUROPE GMBH, DE
2946;WO002018172439A1;DMITRIENKO ALEXANDRA, CH;NEC LABORATORIES EUROPE GMBH, DE
2947;WO002018172439A1;KARAME GHASSAN, DE;NEC LABORATORIES EUROPE GMBH, DE
2948;WO002018172439A1;PUDDU IVAN, CH;NEC LABORATORIES EUROPE GMBH, DE
2949;WO002018165763A1;ORTIZ EDISON U, CA;ROYAL BANK OF CANADA, CA
2950;WO002018165763A1;VINTILA IUSTINA-MIRUNA, RO;ROYAL BANK OF CANADA, CA
2951;WO002018165245A1;BERGNER REBECCA, US;MASTERCARD INTERNATIONAL INC, US
2952;WO002018165245A1;D'ERIZANS RICHARD, US;MASTERCARD INTERNATIONAL INC, US
2953;WO002018165245A1;JANSSON CARL, US;MASTERCARD INTERNATIONAL INC, US
2954;WO002018165245A1;JOSHI GOPINATHA, US;MASTERCARD INTERNATIONAL INC, US
2955;WO002018165245A1;MURPHY ANTHONY, SG;MASTERCARD INTERNATIONAL INC, US
2956;WO002018165245A1;RICE MARIA, US;MASTERCARD INTERNATIONAL INC, US
2957;WO002018165155A1;MATTINGLY TODD, US;WALMART APOLLO LLC, US
2958;WO002018165155A1;O'BRIEN JOHN, US;WALMART APOLLO LLC, US
2959;WO002018165155A1;TOVEY DAVID, US;WALMART APOLLO LLC, US
2960;WO002018165075A1;CANTRELL ROBERT L, US;WALMART APOLLO LLC, US
2961;WO002018165075A1;HIGH DONALD R, US;WALMART APOLLO LLC, US
2962;WO002018165075A1;JONES MATTHEW A, US;WALMART APOLLO LLC, US
2963;WO002018165075A1;MATTINGLY TODD D, US;WALMART APOLLO LLC, US
